pid,nombre,type,country,state,municipality,address,phone,email,web,social_media1,social_media2,,,
org213,Fiscalía General de Puebla,LocalGovernment,México,Puebla ,,"Boulevard Héroes del 5 de Mayo 31 Oriente, Ladrillera de Benítez, 72530 Puebla, Pue. MX.",2222117800,fge@fiscalia.puebla.gob.mx,http://fiscalia.puebla.gob.mx/,https://www.facebook.com/fiscaliapuebla,https://twitter.com/FiscaliaPuebla,,,
org214,Fiscalía General de Querétaro,LocalGovernment,México,Querétaro ,,"Autopista México - Querétaro 2060, Centro Sur, 76090 Santiago de Querétaro, Qro., México",524422387600,fiscaliaqro@gmail.com,https://fiscaliageneralqro.gob.mx/NoLocalizados/NoLocalizados_Mme.html,https://www.facebook.com/fiscaliaqro/?modal=admin_todo_tour,,,,
org215,Fiscalia General de Quintana Roo,LocalGovernment,México,Quintana Roo ,,"Adolfo López Mateos, 500, Colonia Italia, 77030 Chetumal, Q.R., México",9838350050 ext 1132,,https://www.fgeqroo.gob.mx/portal/fisesp,https://www.facebook.com/FGEQuintanaRoo/,,,,
org216,Fiscalía General de San Luis Potosí,LocalGovernment,México,San Luis Potosí ,,"Eje Vial Ponciano Arriaga 100, Zona Centro, 78000 San Luis, S.L.P., México",4448122624,,https://fiscaliaslp.gob.mx/vi/,https://www.facebook.com/FiscaliaSLP,https://twitter.com/fiscaliaslp?lang=en,,,
org217,"Fiscalía General de San Miguel de Allende, Guanajuato",LocalGovernment,México,Guanajuato ,San Miguel de Allende ,"Boulevard de la Conspiración #120 Fracc. Ignacio Ramírez San Miguel de Allende, Gto.",4737352100,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org218,Fiscalía General de Sinaloa,LocalGovernment,México,Sinaloa ,,"Enrique Sánchez Alonso 1833, Desarrollo Urbano Tres Ríos, 80100 Culiacán Rosales, Sin., México",6677162500,fiscaliageneralsinaloa@gmail.com,http://fiscaliasinaloa.mx/,https://www.facebook.com/FiscaliaGeneralSinaloa,https://twitter.com/FiscaliaSinaloa?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,
org219,Fiscalía General de Sonora,LocalGovernment,México,Sonora,Hermosillo,"Blvd. Rosales y, Del Canal S/N, Centro, 83000 Hermosillo, Son., México",526622594800,portal@fiscalia.sonora.gob.mx,https://fiscalia.sonora.gob.mx/inicio,https://www.facebook.com/FiscaliaGeneralSonora/ https://twitter.com/fgjesonora,https://twitter.com/fgjesonora,,,
org220,Fiscalía General de Tabasco,LocalGovernment,México,Tabasco,,"Av. Paseo Usumacinta No. 802 Col. Gil y Sáenz. Villahermosa, Tabasco.",19933136550,,https://www.fiscaliatabasco.gob.mx/,https://www.facebook.com/FiscaliaGeneraldeTabasco,https://twitter.com/FGETabasco,,,
org221,Fiscalía General de Tamaulipas,LocalGovernment,México,Tamaulipas ,,"Av José Sulaiman Chagnon, Ejido Guadalupe Victoria, 87089 Cd Victoria, Tamps., México",8343185100,,https://www.fgjtam.gob.mx/,https://www.facebook.com/FGJTam,https://twitter.com/fgj_tam,,,
org222,Fiscalía General de Veracruz,LocalGovernment,México,Veracruz ,,"Circuito Rafael Guízar y Valencia No. 707, Colonia Reserva Territorial C.P. 91096 Xalapa, Veracruz.",2288416170,contacto@fiscaliaveracruz.gob.mx,http://fiscaliaveracruz.gob.mx/,https://www.facebook.com/fgeveracruz/,https://twitter.com/FGE_Veracruz,,,
org223,Fiscalía General de Yucatán,LocalGovernment,México,Yucatán ,,"Km. 46.5, Periférico Poniente polígono Susulá - Caucel Tablaje Catastral 20832, Mérida, Yucatán. (Entre la fábrica de postes de Yucatán y Juan Pablo II) C.P. 97217",9999303250,fge.denuncia@yucatan.gob.mx,http://www.fge.yucatan.gob.mx/,https://www.facebook.com/FiscaliaGeneral/,https://twitter.com/fgeyucatan,,,
org224,Fiscalía General de Zacatecas,LocalGovernment,México,Zacatecas ,,"Avenida Circuito Zacatecas No. 401 Col. Ciudad Gobierno, 98160 Zacatecas, Zac.",4929256050,,https://www.fiscaliazacatecas.gob.mx/,https://www.facebook.com/FiscaliaZac/,https://twitter.com/FiscaliaZac,,,
org225,Fiscalía General del Estado de México,LocalGovernment,México,Estado de México ,,José María Morelos oriente 1300. Colonia San Sebastián,7222261600,gempgj@edomex.gob.mx,https://fgjem.edomex.gob.mx/,https://www.facebook.com/FiscaliaEdomex/,https://twitter.com/FiscaliaEdomex,,,
org226,Fuerzas Unidas por Nuestros Desaparecidos en Coahuila (FUUNDEC-FUNDEM),Colectivo,México,Coahuila,,,018444123784 ext.137 ,comunicacion@frayjuandelarios.org,https://desaparecidosencoahuila.wordpress.com/?fbclid=IwAR2Q_f3o-0MdhYq0i39WdgnVrOduKM_K9u5fjQ5XN--ytg9Iz9sIPRg6Gq0,https://www.facebook.com/FUNDEM.Mx/,https://twitter.com/fuundec,,,
org227,Fuerzas Unidas por Nuestros Desaparecidos en Coahuila (FUUNDEC),NGO,México,Coahuila,Saltillo,"C. Hidalgo 166, Zona Centro, 25000 Saltillo, Coah., Mexico",018444123784 ext. 137,dhsaltillo.desapariciones@gmail.com,https://desaparecidosencoahuila.wordpress.com/,https://www.facebook.com/FUNDEM.Mx/,,,,
org228,Fundación para la Justicia y el Estado Democrático de Derecho (FJEDD),NGO,México,Ciudad de México,,"C. Palenque 269, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",525563943092,justiciayestadodederecho@gmail.com,https://www.fundacionjusticia.org/,https://twitter.com/FJEDD,,,,
org229,FUNDAR,NGO,México,,,,525555543001,fundar@fundar.org.mx,https://fundar.org.mx/,https://twitter.com/FundarMexico,https://www.facebook.com/FundarMexico,,,
org230,FUNDEJ Jalisco,Colectivo,México,Jalisco,,,, fundej@hotmail.com,https://fundej.wordpress.com/about/,https://www.facebook.com/fundejoficial/,https://twitter.com/fundejd,,,
org231,FUNDENL,Colectivo,México,Nuevo León,Monterrey,,528117897848,desaparecidosMéxico@gmail.com,http://fundenl.org/?fbclid=IwAR2rmSuBWRTBbH4V4Xrnt5Bsgsrv0sEAVk8mG82HO0EgiUD7ntJToqBin8E,https://www.facebook.com/FUNDENL/,https://twitter.com/fundenl?lang=es,,,
org232,Grupo Colectivo de Desaparecidos en Puebla,Colectivo,México,Puebla,,,,,,https://www.facebook.com/Desaparecidos-en-puebla-105655498278924,,,,
org233,Grupo de Investigaciones en Antropología Social y Forense,Research,México,Ciudad de México,,"Benito Juárez 87, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, Mexico",,giasf1920@gmail.com,https://www.giasf.org/,https://www.facebook.com/AntropologiaSocialyForense,https://www.youtube.com/channel/UCvWnS51vSiz8navBpl9z4GA,,,
org234,Grupo V.I.D.A Laguna A.C.,Colectivo,México,Coahuila,,,8712054006,papas_de_fanny@hotmail.com,,https://www.facebook.com/grupovidalaguna/,https://twitter.com/seosdesv?fbclid=IwAR3CblRFzFihAiDqtLZHHwdbmhlRC1fEGf6O-b7KtrYUt1TCWEjfLrsDWLo,,,
org235,Guerreras Buscadoras Cajeme,Colectivo,México,Sonora,Cajeme,,526441277784,,,https://www.facebook.com/Guerreras-Buscadoras-Cajeme-369034767410357/,https://twitter.com/guerrerascajeme,,,
org236,Guerreras Buscadoras de Navojoa,Colectivo,México,Sonora,Navojoa,,,,,https://www.facebook.com/people/Guerreras-Buscadoras-De-Navojoa/100063694865408/,,,,
org237,Guerreras Buscadoras de Sonora,Colectivo,México,Sonora,Guaymas,,526221829501,,,https://www.facebook.com/Guerreras-buscadoras-de-sonora-822682018105272/?ref=page_internal,https://twitter.com/kinijaramaria,,,
org238,Guerreras Buscando Nuestros Tesoros,Colectivo,México,Nayarit,,,522211269605,guerreras.nayarit@gmail.com,,https://www.facebook.com/GuerrerasBuscandoNuestrosTesoros/,https://twitter.com/Guerreras_Nay,,,
org239,HHRI: Mental Health and Human Rights Info,NGO,Oslo,,,"Mariboes gate 13, 0183 Oslo",,healthandhumanrightsinfo@gmail.com,https://www.hhri.org/,https://www.facebook.com/HealthandHumanRightsInfo/,https://twitter.com/hhri_org,,,
org240,I Have a Name/Yo Tengo Nombre,Solidarity,US-México,,,,18007633147,MissingPersons@unthsc.edu ,https://www.yotengonombre.com/about,,,,,
org241,I(dh)eas: Litigio Estratégico en Derechos Humanos,NGO,México,Ciudad de México,,,,info@idheas.org.mx,https://www.idheas.org.mx/,https://www.facebook.com/idheasdh/,,,,
org242,Identidad Migrante y Derechos Humanos,NGO,México,Monterrey,,,,,,https://www.facebook.com/IdentidadMigrante/,,,,
org243,Instituto Mexicano de Derechos Humanos y Democracia,NGO,México,Ciudad de México,,"C. del Convento 37, Sta Úrsula Xitla, Tlalpan, 14420 Ciudad de México, CDMX, Mexico",5552717226,imdhd@imdhd.org,https://imdhd.org/,https://www.facebook.com/IMDHD/?ref=br_rs,,,,
org244,International Commission on Missing Persons,InternationalOrganization,Internacional,,,"Koninginnegracht 12, 2514 AA Den Haag, Netherlands",310708506700,icmp@icmp.int,https://www.icmp.int/es/,https://www.facebook.com/TheICMP,https://twitter.com/TheICMP,,,
org245,International Committee of the Red Cross,InternationalOrganization,Internacional,,,"Av. de la Paix 19, 1202 Genève, Switzerland",41227346001,,https://www.icrc.org/en,https://www.facebook.com/ICRC/,https://twitter.com/icrc,,,
org246,International Migrant Alliance,InternationalOrganization,Internacional,,,,,ima.sect@gmail.com,https://wearemigrants.net/?fbclid=IwAR1W0DYXMKaQZxA1KHRRjTqXFFgX9_qozZky5qEDQkXmCd6ANVcFXm08ccs,https://www.facebook.com/intlmigrants/?ref=page_internal,,,,
org247,INTERSECTA,NGO,México,,,,,contacto@intersecta.org,https://www.intersecta.org/quienes-somos/,https://www.facebook.com/IntersectaOrg,https://twitter.com/IntersectaOrg,,,
org248,Jóvenes Buscadores de Jalisco,Colectivo,México,Jalisco,,,523320329620,,,https://m.facebook.com/J%C3%B3venes-buscadores-de-Jalisco-100898535910420/,https://twitter.com/jovenesbuscajal?s=20&t=Wl5OQAbXt2TlVhWKPs2ZAg,,,
org249,Junax Ko'tantik,Colectivo,México,Chiapas,San Cristóbal de Las Casas,,529676747811,comunicacion@vocesmesoamericanas.org,https://junax.org/,https://www.facebook.com/Junax-Kotantik-294574064314319/,https://twitter.com/vm_apm,,,
org250,Juntos por Hidalgo,Colectivo,México,Hidalgo,,,,juntosporhidalgo@gmail.com,,https://www.facebook.com/Juntosporhidalgo/,,,,
org251,Juntos por la Justicia Siempre,Colectivo,México,,,,,,,https://www.facebook.com/Colectivo-Juntos-Por-La-Justicia-Siempre-104605930924779/,,,,
org252,Juntos por Quintana Roo,Colectivo,México,Quintana Roo,,,,,,https://www.facebook.com/JuntosporQuintanaRoo/,,,,
org253,Justicia y Dignidad Veracruz,Colectivo,México,Veracruz,,,,justiciaydignidadveracruz@outlook.com,,https://www.facebook.com/justiciaydignidadveracruz/,https://mobile.twitter.com/justiciaydver,,,
org254,Las Rastreadoras por la Paz,Colectivo,México,Sinaloa,,,526681443485,,,https://www.facebook.com/rastreadorasporlapaz/,,,,
org255,Licenciatura en Ciencia Forense (UNAM),Academia,México,Ciudad de México,Coyoacán,"Licenciatura en Ciencia Forense, Circuito de la, Investigación Científica S/N, C.U., Coyoacán, 04510 CDMX, Mexico","56232300 ext. 81912, 24215, 24210",contacto@cienciaforense.facmed.unam.mx,http://www.cienciaforense.facmed.unam.mx/,,,,,
org256,Los Ángeles del Desierto,Solidarity,US-México,California,San Diego,,6197733688,monicaangelesdeldesierto@yahoo.com,https://losangelesdeldesierto.org/?fbclid=IwAR220h0vEnNJFcqwioVcE1wRP-GERCbwxpC-WYoCfy1K5spipP6xwE9UrD4,,,,,
org257,Luz y Justicia,Colectivo,México,Guanajuato,,,,mariaconcepcionsierra41@gmail.com,,https://www.facebook.com/conchitasierrra/,,,,
org258,Madres Buscadoras de Sonora ,Colectivo,México,Sonora,,,526623415616,madresbuscadorasdesonora@gmail.com,,https://www.facebook.com/madresbuscadorasdesonora/,https://twitter.com/MadresBuscan,,,
org259,Madres de Mujeres desaparecidas acompañadas por CEDIMAC,Colectivo,México,Chihuahua,Ciudad Juárez,,,,,https://www.facebook.com/profile.php?id=100014593814604&fref=search&eid=ARB5gwBGMaOIbBK50vklQzdxA6jir_oRHS5P5oEPi3IL6ZVMF0T982Sf9mn6sXgl1-2ET5cBHtMJ7hHw,https://twitter.com/CEDIMAC1,,,
org260,Madres en Búsqueda Belén González,Colectivo,México,Veracruz,,,,madresenbúsquedabelenglez@gmail.com,,https://www.facebook.com/Madres-en-b%C3%BAsqueda-Bel%C3%A9n-Gonz%C3%A1lez-1120648291356941/,,,,
org261,Madres en Búsqueda Coatzacoalcos,Colectivo,México,Tabasco,,,,bdpersonas_desaperciadas@fiscaliatabasco.gob.mx,,https://www.facebook.com/Madres-en-búsqueda-coatzacoalcos-328880340906485/?ref=page_internal,https://twitter.com/madresen,,,
org262,Madres Hasta Encontrarte Tecate,Colectivo,México,Baja California,Tecate,,,,,https://m.facebook.com/Colectivo-Madres-hasta-encontrarteTecate-100223448559712/,,,,
org263,Madres Igualtecas ,Colectivo,México,Guerrero,Iguala,,,,,https://www.facebook.com/Colectivo-Madres-Igualtecas-2319852208281765/,,,,
org264,Madres Unidas por Nuestros Hijos San Fernando Tamaulipas,Colectivo,México,Tamaulipas,San Fernando,,,,,https://www.facebook.com/Madres-Unidas-por-Nuestros-Hijos-San-Fernando-Tamaulipas-330186337680484/,,,,
org265,Madres Unidas y Fuertes,Colectivo,México,Baja California,,,,,,https://www.facebook.com/MadresUnidasyFuertesBC//,,,,
org266,Mariposas Destellando Buscando Corazones y Justicia,Colectivo,México,Regional,,,525517468004,colectivomariposasdestellando@gmail.com,,https://www.facebook.com/ColectivoMariposasDestellando/,https://twitter.com/CMariposasD,,,
org267,"Milynali Red Ciencia Forense Ciudadana, A.C",Colectivo,México,Tamaulipas,,,,milynalired@protonmail.com,https://www.milynaliredcfc.org/proyectos,https://www.facebook.com/milynaliredcfc2017/,,,,
org268,Movimento Migrante Mesoamericano,NGO,México,Internacional,,,,caravanademadres@gmail.com,https://movimientomigrantemesoamericano.org/,https://www.facebook.com/MovimientoMigranteMesoamericano/,https://twitter.com/MMMesoamericano?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AMMMesoamericano%7Ctwgr%5EeyJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2hvcml6b25fdHdlZXRfZW1iZWRfOTU1NSI6eyJidWNrZXQiOiJodGUiLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3NwYWNlX2NhcmQiOnsiYnVja2V0Ijoib2ZmIiwidmVyc2lvbiI6bnVsbH19&ref_url=https%3A%2F%2Fmovimientomigrantemesoamericano.org%2Fdonaciones%2F,,,
org269,Movimiento Estatal por los Desaparecidos de Baja California,Solidarity,México,Baja California,,,6643420096,movimiento.estatalbc@hotmail.com,,https://www.facebook.com/mov.estatalBC/,,,,
org270,Movimiento por nuestros desaparecidos en México,Solidarity,México,,,,,,https://memoriamndm.org/sobre-el-movndmx/,https://www.facebook.com/movNDmx,,,,
org271,Mujeres de Michoacán A.C,Colectivo,México,Michoacán,,,524431304689,mujeresdemichoacan@live.com,,https://www.facebook.com/MujeresDeMichoacanAc/,,,,
org272,Mujeres en Búsqueda de sus Desaparecidos ,Colectivo,México,,,,2288354984,buscandoaheron@hotmail.com ,,https://www.facebook.com/Mujeres-En-B%C3%BAsqueda-De-Sus-Desaparecidos-113127410556688/?ref=page_internal,,,,Facebook
org273,NamUS,FederalGovernment,US-México,Internacional,,,2023070627, NamUs@usdoj.gov,https://www.namus.gov/dashboard?nocache=,,,,,
org274,No More Deaths / No Más Muertes,Colectivo,US-México,Arizona,,,5205855881,puentedebúsqueda@nomoredeaths.org,https://nomoredeaths.org/buscando-a-alguien-que-desaparecio-al-cruzar-la-frontera/emergencias-de-búsqueda-y-rescate-en-la-frontera-de-estados-unidos/,https://www.facebook.com/nomoredeaths/,https://mobile.twitter.com/nomoredeaths,,,
org275,Observatorio Nacional Ciudadano de Seguridad y Justicia,NGO,México,Ciudad de México,Miguel Hidalgo,"Calle Kepler 18, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",525555938628,buzon@onc.org.mx,https://onc.org.mx/,https://www.facebook.com/ObservatorioNacionalCiudadano/,https://twitter.com/obsnalciudadano?lang=es,,,
org276,Padres y Madres con Hijos Desaparecidos,Colectivo,México,Sinaloa,,,526674633654,,,https://x.facebook.com/pg/Padres-y-madres-de-Hijos-desaparecidos-104498461901994/about/?ref=page_internal&mt_nav=0,,,,
org277,Padres y Madres de Ayotzinapa,Colectivo,México,Guerrero,Iguala,,,,,https://www.facebook.com/Padres-Y-Madres-De-Ayotzinapa-489352334561638/,,,,
org278,Peace Brigades International (PBI) México,NGO,México,,,"Medellín 33, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",525555142855,comunicacion@pbi-México.org,https://pbi-México.org/,,,,,
org279,Personas desaparecidas de Guatemala,NGO,Guatemala,,,,,desaparecidosdeguatemala5o2@gmail.com,,https://www.facebook.com/Personas-desaparecidas-de-Guatemala-102567734981188/,,,,
org280,Personas desaparecidas en Tijuana,Solidarity,Baja California,Tijuana,,,,,,https://www.facebook.com/groups/1941762339428524/,,,,
org281,Personas Desaparecidas Puebla,Colectivo,México,Puebla,,,,,,https://www.facebook.com/Personas-Desaparecidas-puebla-254328075487029/,,,,
org282,Personas Desaparecidos Morelos,Colectivo,México,Morelos,Cuernavaca,,,,,https://www.facebook.com/groups/1695515220535874/,,,,
org283,Piedepagina,Journalism,México,Ciudad de México,Cuauhtémoc,"C. Milan 20, Juárez, Cuauhtémoc, 
06600 Ciudad de México, CDMX
Mexico",525552076513,redaccionpiedepagina@gmail.com,https://piedepagina.mx/,https://www.facebook.com/Pie-de-P%C3%A1gina-495671770594686/,https://twitter.com/PdPagina,,,
org284,Por Amor a Ellxs,Colectivo,México,Jalisco,,,,desdequeselosllevaron@gmail.com,,https://www.facebook.com/PorAmorAEllxs/,https://twitter.com/PorAmorAEllxs,,,
org285,Por Las Voces Sin Justicia,Colectivo,México,Sinaloa,,,526691209093,porlasvocessinjusticia@gmail.com,,https://www.facebook.com/porlasvoces/,,,,
org286,Procuraduría General de Justicia de Baja California Sur,LocalGovernment,México,Baja California Sur,La Paz,"Blvd. Luis Donaldo Colosio y Alvarez Rico Col. Emiliano Zapata, C.P. 23070, La Paz",6121222230,,http://www.pgjebcs.gob.mx/exhorto.php,https://www.facebook.com/PGJBCS/,https://twitter.com/pgjebcs?lang=es,,,
org287,Procuraduría General de Justicia de Tlaxcala ,LocalGovernment,México,Tlaxcala ,,"Liramiento Poniente Sn, Col. Unitlax, 90000 Tlaxcala de Xicohténcatl, Tlax., México",2464650500,subprocuraduria.operaciones@pgjtlaxcala.gob.mx,https://pgjtlaxcala.gob.mx/,https://www.facebook.com/PGJE.TLAX,https://twitter.com/PGJE_Tlaxcala,,,
org288,Programa de Derechos Humanos (IBERO),Academia,México,,,"Prol. Paseo de la Reforma primer nivel 880-Edificio “I, Lomas de Santa Fe, Ciudad de México, Mexico",525559504000,derechos.humanos@ibero.mx,https://ibero.mx/programa-de-derechos-humanos-quienes-somos,https://twitter.com/PDHIBERO,,,,
org289,Propuesta Cívica,NGO,México,Ciudad de México,Cuauhtémoc,"Río Nazas Cuauhtémoc 06500 Cuauhtémoc, CDMX, México",44440384,nacional@propuestacivica.org.mx,https://propuestacivica.org.mx/,https://www.facebook.com/propuestacivica.mx/,,,,
org290,Proyecto sobre Desaparición Forzada en México y América Latina (UAM Cuajimalpa),Academia,México,Ciudad de México,,"Vasco de Quiroga 4871, Alcaldía, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, Mexico",525558146500,,http://cua.uam.mx/,https://www.facebook.com/UAMUnidadCuajimalpa1,https://twitter.com/uamcuajimalpa,,,
org291,Quinto Elemento Lab,NGO,México,,,,,,https://quintoelab.org/,https://twitter.com/quintoelab,,,,
org292,Rastreador@s Nacionales de Desaparecidos (RANADES),Colectivo,México,Nacional,,,,clau0613@hotmail.com,,https://www.facebook.com/Rastreadores-Nacionales-de-Desaparecidoos-Ranades-437185473493591/?ref=page_internal,,,,
org293,Rastreadoras de Caborca,Colectivo,México,Sonora,Caborca,,,,,https://www.facebook.com/Rastreadoras-Caborca-103262905229020/,,,,
org294,Rastreadoras de Ciudad Obregón,Colectivo,México,Sonora,Obregón,,526441543106,,,https://www.facebook.com/RastreadorasDeObSon/,https://youtube.com/channel/UCZ9wyvl4dSsAAeKd1u9pipA,,,
org295,Rastreadoras de Guasave,Colectivo,México,Sinaloa,Guasave,,526871219898,rastreadorasguasave@gmail.com,,https://www.facebook.com/RastreadorasGuasave/,,,,
org296,Rastreadoras del Fuerte ,Colectivo,México,Sinaloa,Los Mochis,"Almendro 2368 entre pedro anaya y leandro valle, Los Mochis, Sinaloa, México",526981127691,rigoor2015@gmail.com,,https://twitter.com/lasrastreadoras,https://www.instagram.com/LasRastreadoras/,,,
org297,RDDM Repository of Documentarion relating to Disappearances in Mexico (COLMEX),Academia,México,,,,,,,,,,,
org298,"Red de Desaparecidos en Tamaulipas, A.C.",Colectivo,México,Tamaulipas,Victoria,"Calle Benito Juárez MZ19 LT2C, Cuauhtémoc, 87078 Cd Victoria, Tamps., Mexico",528342743305,desaparecidostamaulipas@protonmail.com,https://en.desaparecidostamaulipas.org/ https://memoriamndm.org/sobre-el-movndmx/red-de-desaparecidos-en-tamaulipas/,https://www.facebook.com/RedDeDesaparecidosEnTamaulipas/?ref=br_rs,,,,
org299,Red de Madres Buscando a sus Hijos,Colectivo,México,Veracruz,,,,redmbuscandoh@gmail.com,,https://www.facebook.com/RedDeMadresBuscandoASusHijos/?ref=page_internal,,,,
org300,Red Eslabones por los Derechos Humanos,Colectivo,México,Ciudad de México,,,,eslabonescomunica@gmail.com,http://www.redeslabones.com/,https://www.facebook.com/Red-Eslabones-Por-Los-Derechos-Humanos-Nacional-112972067199364/,,,,
org301,"Red Nacional de Defensoras de Derechos Humanos en México
 ",NGO,México,,,,9512404545,comunicacion@im-defensoras.org,https://im-defensoras.org/red-nacional-de-defensoras-de-derechos-humanos-en-México/,https://www.facebook.com/IMDefensoras/?fref=ts,https://twitter.com/IM_Defensoras,,,
org302,Red Regional de Familias Migrantes,Colectivo,Internacional,,,,,,,https://www.facebook.com/RedFamiliasMigrantes/,https://mobile.twitter.com/redfamiliasmica,,,
org303,Renacer Por Amor a Ellos,Colectivo,México,Nayarit,,,,,,https://www.facebook.com/Renacer-por-amor-a-ellos-1701223376673751/,,,,
org304,Retenes al rescate,Colectivo,US-México,Arizona,,,5595799733,retenesalrescate@gmail.com,,https://www.facebook.com/Retenes-Al-Rescate-109248694027658,,,,
org305,Sabuesos Guerreras A.C,Colectivo,México,Sinaloa,Culiacán ,"Enrique Félix Castro 2078, Infonavit Humaya, Humaya, 80020 Culiacán Rosales, Sin., Mexico",526671571930,sabuesosguerreras2018@gmail.com,http://sabuesosguerreras.wixsite.com/website,https://business.facebook.com/1234sabuesosguerreras/,,,,
org306,Sabuesos Guerreras Ext Oaxaca,Colectivo,México,Oaxaca,,,9512009165,sabuesosguerreras1998@gmail.com,,https://www.facebook.com/Sabuesos-Guerreras-Ext-Oaxaca-100353215181980/,,,,
org307,Seminario Sobre Violencia y Paz (Colmex),Academia,México,Ciudad de México,,,,,https://violenciaypaz.colmex.mx,,,,,
org308,Servicios y Asesoría para la Paz (Serapaz),NGO,México,,,,,,https://serapaz.org.mx/,,,,,
org309,Siguiendo Tus Pasos,Colectivo,México,Baja California,,,,colectivosiguiendotuspasos@gmail.com,,https://www.facebook.com/Siguiendo-Tus-Pasos-2266173856929335/,,,,
org310,Sin Ellos No,Colectivo,México,Baja California Sur,,,,colectivoBCS@gmail.com,,https://www.facebook.com/colectivobcs.sinellosno.9,,,,
org311,Somos la Voz de los Desaparecidos,Colectivo,México,Michoacán,,,,,,https://m.facebook.com/103438538549138/photos/a.103448591881466/106971168195875/?type=3&_rdr,,,,
org312,Sonrisas Perdidas,Colectivo,México,Hidalgo,,,527711278592,sonrisasperdidashidalgo@hotmail.com,,https://www.facebook.com/Sonrisas-Perdidas-Hidalgo-479499778738919/,,,,
org313,South Texas Human Rights Center,NGO,US-México,Texas,Falfurrias,"117 E Miller St, Falfurrias, TX 78355",3613252555,MPSTHRC@gmail.com,https://southtexashumanrights.org/search-and-rescue/,https://www.facebook.com/STHumanRightsCenter,,,,
org314,"Tesoros Perdidos Hasta Encontrarlos, A.C",Colectivo,México,Sinaloa,,,6692476738,,,https://www.facebook.com/Rastreadorasdemazatlan/,,,,
org315,Todos los Derechos para Todas y Todos,NGO,México,Nacional,,"Patricio Sanz 449, Col del Valle Nte, Benito Juárez, 03100 Ciudad de México, CDMX, Mexico",55239992,contacto@redtdt.org.mx,https://redtdt.org.mx/nosotros/,https://www.facebook.com/RedTDT/,https://twitter.com/RedTDT,,,
org316,Una Luz de Esperanza,Colectivo,México,Sinaloa,,,,colectivoluzdeesperanza@gmail.com,,https://www.facebook.com/Luz-De-Esperanza-414853388992861/,https://www.youtube.com/watch?v=h0FYKe-nx-0,,,
org317,Una Luz en mi Camino ,Colectivo,México,Ciudad de México,,,4621416630,unaluzenmicamino@outlook.com ,,https://www.facebook.com/Colectivo-una-luz-en-mi-camino-101898301845252/,,,,
org318,"Una nacion buscando ""T""",Colectivo,México,Baja California,,,666647123862,,,https://www.facebook.com/unanacionduscandoT,,,,
org319,Unidad de Personas Desaparecidas o Extraviadas - San Luis Potosí,LocalGovernment,México,San Luis Potosí ,,"Eje Vial Ponciano Arriaga 100, Centro Historico, 78000 San Luis, S.L.P., México",444442040413,,https://fiscaliaslp.gob.mx/vi/búsqueda-de-personas-no-localizadas/,https://www.facebook.com/FiscaliaSLP/,,,,
org320,Unidad Especializada en el Combate al Secuestro - Yucatán,LocalGovernment,México,Yucatán ,,"Calle 60 s/n X calle 61 y 59, Centro, 97000 Mérida, Yuc., México",9999303250 Ext. 41243; 41244,uecs.fge@yucatan.gob.mx,https://tramites.yucatan.gob.mx/tramite/42009c9c,https://www.facebook.com/FiscaliaGeneral/,,,,
org321,Unidas por Amor a Nuestros Desaparecidos,Colectivo,México,Veracruz,,,527821439912,luz200698@outlook.com,,https://m.facebook.com/people/Unidas-por-amor-a-nuestros-desaparecidos/100039257262712/,,,,
org322,Unidas por el Dolor  ,Colectivo,México,Sinaloa,Culiacán,,,,,https://www.facebook.com/Unidas-por-el-dolor-1098446026843685/,,,,
org323,Unidas por la Misma Causa,Colectivo,México,Tamaulipas,,,,,,https://www.facebook.com/Unidas-Por-La-Misma-Causa-138702256822367/,,,,
org324,Unidas Siempre Buscando ,Colectivo,México,Querétaro,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org325,Unidas Siempre Buscando ,Colectivo,México,Morelos,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org326,Unidas Siempre Buscando ,Colectivo,México,Veracruz,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org327,Unidas Siempre Buscando ,Colectivo,México,Guerrero,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
