pid,nombre,type,country,state,municipality,address,phone,email,web,social_media1,social_media2,,,
org212,"Fiscalía General de Playa del Carmen, Quintana Roo",GobiernoLocal,México,Quintana Roo,Playa del Carmen ,"Calle Zapote S/N entre Ceiba y Caoba, Misión Villamar 1 C.P. 77710.",98-48-73-01-63,,https://www.fgeqroo.gob.mx/portal/,https://www.facebook.com/FGEQuintanaRoo/,https://twitter.com/FGEQuintanaRoo,,,
org213,Fiscalía General de Puebla,GobiernoLocal,México,Puebla ,,"Boulevard Héroes del 5 de Mayo 31 Oriente, Ladrillera de Benítez, 72530 Puebla, Pue. MX.",22-22-11-78-00,fge@fiscalia.puebla.gob.mx,http://fiscalia.puebla.gob.mx/,https://www.facebook.com/fiscaliapuebla,https://twitter.com/FiscaliaPuebla,,,
org214,Fiscalía General de Querétaro,GobiernoLocal,México,Querétaro ,,"Autopista México - Querétaro 2060, Centro Sur, 76090 Santiago de Querétaro, Qro., México",44-22-38-76-00,fiscaliaqro@gmail.com,https://fiscaliageneralqro.gob.mx/NoLocalizados/NoLocalizados_Mme.html,https://www.facebook.com/fiscaliaqro/?modal=admin_todo_tour,,,,
org215,Fiscalia General de Quintana Roo,GobiernoLocal,México,Quintana Roo ,,"Adolfo López Mateos, 500, Colonia Italia, 77030 Chetumal, Q.R., México",98-38-35-00-50,,https://www.fgeqroo.gob.mx/portal/fisesp,https://www.facebook.com/FGEQuintanaRoo/,,,,
org216,Fiscalía General de San Luis Potosí,GobiernoLocal,México,San Luis Potosí ,,"Eje Vial Ponciano Arriaga 100, Zona Centro, 78000 San Luis, S.L.P., México",44-48-12-26-24,,https://fiscaliaslp.gob.mx/vi/,https://www.facebook.com/FiscaliaSLP,https://twitter.com/fiscaliaslp?lang=en,,,
org217,"Fiscalía General de San Miguel de Allende, Guanajuato",GobiernoLocal,México,Guanajuato ,San Miguel de Allende ,"Boulevard de la Conspiración #120 Fracc. Ignacio Ramírez San Miguel de Allende, Gto.",47-37-35-21-00,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org218,Fiscalía General de Sinaloa,GobiernoLocal,México,Sinaloa ,,"Enrique Sánchez Alonso 1833, Desarrollo Urbano Tres Ríos, 80100 Culiacán Rosales, Sin., México",66-77-16-25-00,fiscaliageneralsinaloa@gmail.com,http://fiscaliasinaloa.mx/,https://www.facebook.com/FiscaliaGeneralSinaloa,https://twitter.com/FiscaliaSinaloa?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,
org219,Fiscalía General de Sonora,GobiernoLocal,México,Sonora,Hermosillo,"Blvd. Rosales y, Del Canal S/N, Centro, 83000 Hermosillo, Son., México",66-22-59-48-00,portal@fiscalia.sonora.gob.mx,https://fiscalia.sonora.gob.mx/inicio,https://www.facebook.com/FiscaliaGeneralSonora/ https://twitter.com/fgjesonora,https://twitter.com/fgjesonora,,,
org220,Fiscalía General de Tabasco,GobiernoLocal,México,Tabasco,,"Av. Paseo Usumacinta No. 802 Col. Gil y Sáenz. Villahermosa, Tabasco.",99-33-13-65-50,,https://www.fiscaliatabasco.gob.mx/,https://www.facebook.com/FiscaliaGeneraldeTabasco,https://twitter.com/FGETabasco,,,
org221,Fiscalía General de Tamaulipas,GobiernoLocal,México,Tamaulipas ,,"Av José Sulaiman Chagnon, Ejido Guadalupe Victoria, 87089 Cd Victoria, Tamps., México",83-43-18-51-00,,https://www.fgjtam.gob.mx/,https://www.facebook.com/FGJTam,https://twitter.com/fgj_tam,,,
org222,Fiscalía General de Veracruz,GobiernoLocal,México,Veracruz ,,"Circuito Rafael Guízar y Valencia No. 707, Colonia Reserva Territorial C.P. 91096 Xalapa, Veracruz.",22-88-41-61-70,contacto@fiscaliaveracruz.gob.mx,http://fiscaliaveracruz.gob.mx/,https://www.facebook.com/fgeveracruz/,https://twitter.com/FGE_Veracruz,,,
org223,Fiscalía General de Yucatán,GobiernoLocal,México,Yucatán ,,"Km. 46.5, Periférico Poniente polígono Susulá - Caucel Tablaje Catastral 20832, Mérida, Yucatán. (Entre la fábrica de postes de Yucatán y Juan Pablo II) C.P. 97217",99-99-30-32-50,fge.denuncia@yucatan.gob.mx,http://www.fge.yucatan.gob.mx/,https://www.facebook.com/FiscaliaGeneral/,https://twitter.com/fgeyucatan,,,
org224,Fiscalía General de Zacatecas,GobiernoLocal,México,Zacatecas ,,"Avenida Circuito Zacatecas No. 401 Col. Ciudad Gobierno, 98160 Zacatecas, Zac.",49-29-25-60-50,,https://www.fiscaliazacatecas.gob.mx/,https://www.facebook.com/FiscaliaZac/,https://twitter.com/FiscaliaZac,,,
org225,Fiscalía General del Estado de México,GobiernoLocal,México,Estado de México ,,José María Morelos oriente 1300. Colonia San Sebastián,72-22-26-16-00,gempgj@edomex.gob.mx,https://fgjem.edomex.gob.mx/,https://www.facebook.com/FiscaliaEdomex/,https://twitter.com/FiscaliaEdomex,,,
org226,Fuerzas Unidas por Nuestros Desaparecidos en Coahuila (FUUNDEC-FUNDEM),Colectivo,México,Coahuila,,,184-44-12-37-84,comunicacion@frayjuandelarios.org,https://desaparecidosencoahuila.wordpress.com/?fbclid=IwAR2Q_f3o-0MdhYq0i39WdgnVrOduKM_K9u5fjQ5XN--ytg9Iz9sIPRg6Gq0,https://www.facebook.com/FUNDEM.Mx/,https://twitter.com/fuundec,,,
org227,Fuerzas Unidas por Nuestros Desaparecidos en Coahuila (FUUNDEC),ONG,México,Coahuila,Saltillo,"C. Hidalgo 166, Zona Centro, 25000 Saltillo, Coah., Mexico",184-44-12-37-84,dhsaltillo.desapariciones@gmail.com,https://desaparecidosencoahuila.wordpress.com/,https://www.facebook.com/FUNDEM.Mx/,,,,
org228,Fundación para la Justicia y el Estado Democrático de Derecho (FJEDD),ONG,México,Ciudad de México,,"C. Palenque 269, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",55-63-94-30-92,justiciayestadodederecho@gmail.com,https://www.fundacionjusticia.org/,https://twitter.com/FJEDD,,,,
org229,FUNDAR,ONG,México,,,,55-55-54-30-01,fundar@fundar.org.mx,https://fundar.org.mx/,https://twitter.com/FundarMexico,https://www.facebook.com/FundarMexico,,,
org230,FUNDEJ Jalisco,Colectivo,México,Jalisco,,,, fundej@hotmail.com,https://fundej.wordpress.com/about/,https://www.facebook.com/fundejoficial/,https://twitter.com/fundejd,,,
org231,FUNDENL,Colectivo,México,Nuevo León,Monterrey,,81-17-89-78-48,desaparecidosMéxico@gmail.com,http://fundenl.org/?fbclid=IwAR2rmSuBWRTBbH4V4Xrnt5Bsgsrv0sEAVk8mG82HO0EgiUD7ntJToqBin8E,https://www.facebook.com/FUNDENL/,https://twitter.com/fundenl?lang=es,,,
org232,Grupo Colectivo de Desaparecidos en Puebla,Colectivo,México,Puebla,,,,,,https://www.facebook.com/Desaparecidos-en-puebla-105655498278924,,,,
org233,Grupo de Investigaciones en Antropología Social y Forense,Academia,México,Ciudad de México,,"Benito Juárez 87, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, Mexico",,giasf1920@gmail.com,https://www.giasf.org/,https://www.facebook.com/AntropologiaSocialyForense,https://www.youtube.com/channel/UCvWnS51vSiz8navBpl9z4GA,,,
org234,Grupo V.I.D.A Laguna A.C.,Colectivo,México,Coahuila,,,87-12-05-40-06,papas_de_fanny@hotmail.com,,https://www.facebook.com/grupovidalaguna/,https://twitter.com/seosdesv?fbclid=IwAR3CblRFzFihAiDqtLZHHwdbmhlRC1fEGf6O-b7KtrYUt1TCWEjfLrsDWLo,,,
org235,Guerreras Buscadoras Cajeme,Colectivo,México,Sonora,Cajeme,,64-41-27-77-84,,,https://www.facebook.com/Guerreras-Buscadoras-Cajeme-369034767410357/,https://twitter.com/guerrerascajeme,,,
org236,Guerreras Buscadoras de Navojoa,Colectivo,México,Sonora,Navojoa,,,,,https://www.facebook.com/people/Guerreras-Buscadoras-De-Navojoa/100063694865408/,,,,
org237,Guerreras Buscadoras de Sonora,Colectivo,México,Sonora,Guaymas,,62-21-82-95-01,,,,,,,
org238,Guerreras Buscando Nuestros Tesoros,Colectivo,México,Nayarit,,,22-11-26-96-05,guerreras.nayarit@gmail.com,,https://www.facebook.com/GuerrerasBuscandoNuestrosTesoros/,https://twitter.com/Guerreras_Nay,,,
org239,HHRI: Mental Health and Human Rights Info,ONG,Oslo,,,"Mariboes gate 13, 0183 Oslo",,healthandhumanrightsinfo@gmail.com,https://www.hhri.org/,https://www.facebook.com/HealthandHumanRightsInfo/,https://twitter.com/hhri_org,,,
org240,I Have a Name/Yo Tengo Nombre,Solidarios,US-México,,,,1800-763-3147,MissingPersons@unthsc.edu ,,,,,,
org241,I(dh)eas: Litigio Estratégico en Derechos Humanos,ONG,México,Ciudad de México,,,,info@idheas.org.mx,https://www.idheas.org.mx/,https://www.facebook.com/idheasdh/,,,,
org242,Identidad Migrante y Derechos Humanos,ONG,México,Monterrey,,,,,,https://www.facebook.com/IdentidadMigrante/,,,,
org243,Instituto Mexicano de Derechos Humanos y Democracia,ONG,México,Ciudad de México,,"C. del Convento 37, Sta Úrsula Xitla, Tlalpan, 14420 Ciudad de México, CDMX, Mexico",55-52-71-72-26,imdhd@imdhd.org,https://imdhd.org/,https://www.facebook.com/IMDHD/?ref=br_rs,,,,
org244,International Commission on Missing Persons,OrganismoInternacional,Internacional,,,"Koninginnegracht 12, 2514 AA Den Haag, Netherlands",(+31) 0-70-850-6700,icmp@icmp.int,https://www.icmp.int/es/,https://www.facebook.com/TheICMP,https://twitter.com/TheICMP,,,
org245,International Committee of the Red Cross,OrganismoInternacional,Internacional,,,"Av. de la Paix 19, 1202 Genève, Switzerland",,,https://www.icrc.org/en,https://www.facebook.com/ICRC/,https://twitter.com/icrc,,,
org246,International Migrant Alliance,OrganismoInternacional,Internacional,,,,,ima.sect@gmail.com,,https://www.facebook.com/intlmigrants/?ref=page_internal,,,,
org247,INTERSECTA,ONG,México,,,,,contacto@intersecta.org,https://www.intersecta.org/quienes-somos/,https://www.facebook.com/IntersectaOrg,https://twitter.com/IntersectaOrg,,,
org248,Jóvenes Buscadores de Jalisco,Colectivo,México,Jalisco,,,33-20-32-96-20,,,https://m.facebook.com/J%C3%B3venes-buscadores-de-Jalisco-100898535910420/,https://twitter.com/jovenesbuscajal?s=20&t=Wl5OQAbXt2TlVhWKPs2ZAg,,,
org249,Junax Ko'tantik,Colectivo,México,Chiapas,San Cristóbal de Las Casas,,96-76-74-78-11,comunicacion@vocesmesoamericanas.org,https://junax.org/,https://www.facebook.com/Junax-Kotantik-294574064314319/,https://twitter.com/vm_apm,,,
org250,Juntos por Hidalgo,Colectivo,México,Hidalgo,,,,juntosporhidalgo@gmail.com,,https://www.facebook.com/Juntosporhidalgo/,,,,
org251,Juntos por la Justicia Siempre,Colectivo,México,,,,,,,https://www.facebook.com/Colectivo-Juntos-Por-La-Justicia-Siempre-104605930924779/,,,,
org252,Juntos por Quintana Roo,Colectivo,México,Quintana Roo,,,,,,https://www.facebook.com/JuntosporQuintanaRoo/,,,,
org253,Justicia y Dignidad Veracruz,Colectivo,México,Veracruz,,,,justiciaydignidadveracruz@outlook.com,,https://www.facebook.com/justiciaydignidadveracruz/,https://mobile.twitter.com/justiciaydver,,,
org254,Las Rastreadoras por la Paz,Colectivo,México,Sinaloa,,,66-81-44-34-85,,,https://www.facebook.com/rastreadorasporlapaz/,,,,
org255,Licenciatura en Ciencia Forense (UNAM),Academia,México,Ciudad de México,Coyoacán,"Licenciatura en Ciencia Forense, Circuito de la, Investigación Científica S/N, C.U., Coyoacán, 04510 CDMX, Mexico",-56-23-23-00,contacto@cienciaforense.facmed.unam.mx,http://www.cienciaforense.facmed.unam.mx/,,,,,
org256,Los Ángeles del Desierto,Solidarios,US-México,California,San Diego,,(+1) 619-773-3688,monicaangelesdeldesierto@yahoo.com,https://losangelesdeldesierto.org/?fbclid=IwAR220h0vEnNJFcqwioVcE1wRP-GERCbwxpC-WYoCfy1K5spipP6xwE9UrD4,,,,,
org257,Luz y Justicia,Colectivo,México,Guanajuato,,,,mariaconcepcionsierra41@gmail.com,,https://www.facebook.com/conchitasierrra/,,,,
org258,Madres Buscadoras de Sonora ,Colectivo,México,Sonora,,,66-23-41-56-16,madresbuscadorasdesonora@gmail.com,,https://www.facebook.com/madresbuscadorasdesonora/,https://twitter.com/MadresBuscan,,,
org259,Madres de Mujeres desaparecidas acompañadas por CEDIMAC,Colectivo,México,Chihuahua,Ciudad Juárez,,,,,https://www.facebook.com/profile.php?id=100014593814604&fref=search&eid=ARB5gwBGMaOIbBK50vklQzdxA6jir_oRHS5P5oEPi3IL6ZVMF0T982Sf9mn6sXgl1-2ET5cBHtMJ7hHw,https://twitter.com/CEDIMAC1,,,
org260,Madres en Búsqueda Belén González,Colectivo,México,Veracruz,,,,madresenbúsquedabelenglez@gmail.com,,https://www.facebook.com/Madres-en-b%C3%BAsqueda-Bel%C3%A9n-Gonz%C3%A1lez-1120648291356941/,,,,
org261,Madres en Búsqueda Coatzacoalcos,Colectivo,México,Tabasco,,,,bdpersonas_desaperciadas@fiscaliatabasco.gob.mx,,https://www.facebook.com/Madres-en-búsqueda-coatzacoalcos-328880340906485/?ref=page_internal,https://twitter.com/madresen,,,
org262,Madres Hasta Encontrarte Tecate,Colectivo,México,Baja California,Tecate,,,,,https://m.facebook.com/Colectivo-Madres-hasta-encontrarteTecate-100223448559712/,,,,
org263,Madres Igualtecas ,Colectivo,México,Guerrero,Iguala,,,,,https://www.facebook.com/Colectivo-Madres-Igualtecas-2319852208281765/,,,,
org264,Madres Unidas por Nuestros Hijos San Fernando Tamaulipas,Colectivo,México,Tamaulipas,San Fernando,,,,,https://www.facebook.com/Madres-Unidas-por-Nuestros-Hijos-San-Fernando-Tamaulipas-330186337680484/,,,,
org265,Madres Unidas y Fuertes,Colectivo,México,Baja California,,,,,,,,,,
org266,Mariposas Destellando Buscando Corazones y Justicia,Colectivo,México,Regional,,,55-17-46-80-04,colectivomariposasdestellando@gmail.com,,https://www.facebook.com/ColectivoMariposasDestellando/,https://twitter.com/CMariposasD,,,
org267,"Milynali Red Ciencia Forense Ciudadana, A.C",Colectivo,México,Tamaulipas,,,,milynalired@protonmail.com,https://www.milynaliredcfc.org/proyectos,https://www.facebook.com/milynaliredcfc2017/,,,,
org268,Movimento Migrante Mesoamericano,ONG,México,Internacional,,,,caravanademadres@gmail.com,https://movimientomigrantemesoamericano.org/,https://www.facebook.com/MovimientoMigranteMesoamericano/,https://twitter.com/MMMesoamericano?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AMMMesoamericano%7Ctwgr%5EeyJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2hvcml6b25fdHdlZXRfZW1iZWRfOTU1NSI6eyJidWNrZXQiOiJodGUiLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3NwYWNlX2NhcmQiOnsiYnVja2V0Ijoib2ZmIiwidmVyc2lvbiI6bnVsbH19&ref_url=https%3A%2F%2Fmovimientomigrantemesoamericano.org%2Fdonaciones%2F,,,
org269,Movimiento Estatal por los Desaparecidos de Baja California,Solidarios,México,Baja California,,,66-43-42-00-96,movimiento.estatalbc@hotmail.com,,https://www.facebook.com/mov.estatalBC/,,,,
org270,Movimiento por nuestros desaparecidos en México,Solidarios,México,,,,,,https://memoriamndm.org/sobre-el-movndmx/,https://www.facebook.com/movNDmx,,,,
org271,Mujeres de Michoacán A.C,Colectivo,México,Michoacán,,,44-31-30-46-89,mujeresdemichoacan@live.com,,https://www.facebook.com/MujeresDeMichoacanAc/,,,,
org272,Mujeres en Búsqueda de sus Desaparecidos ,Colectivo,México,,,,22-88-35-49-84,buscandoaheron@hotmail.com ,,https://www.facebook.com/Mujeres-En-B%C3%BAsqueda-De-Sus-Desaparecidos-113127410556688/?ref=page_internal,,,,Facebook
org273,NamUS,GobiernoFederal,US-México,Internacional,,,(+1) 202-307-0627, NamUs@usdoj.gov,https://www.namus.gov/dashboard?nocache=,,,,,
org274,No More Deaths / No Más Muertes,Colectivo,US-México,Arizona,,,(+1) 520-585-5881,puentedebúsqueda@nomoredeaths.org,https://nomoredeaths.org/buscando-a-alguien-que-desaparecio-al-cruzar-la-frontera/emergencias-de-búsqueda-y-rescate-en-la-frontera-de-estados-unidos/,https://www.facebook.com/nomoredeaths/,https://mobile.twitter.com/nomoredeaths,,,
org275,Observatorio Nacional Ciudadano de Seguridad y Justicia,ONG,México,Ciudad de México,Miguel Hidalgo,"Calle Kepler 18, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",55-55-93-86-28,buzon@onc.org.mx,https://onc.org.mx/,https://www.facebook.com/ObservatorioNacionalCiudadano/,https://twitter.com/obsnalciudadano?lang=es,,,
org276,Padres y Madres con Hijos Desaparecidos,Colectivo,México,Sinaloa,,,66-74-63-36-54,,,https://x.facebook.com/pg/Padres-y-madres-de-Hijos-desaparecidos-104498461901994/about/?ref=page_internal&mt_nav=0,,,,
org277,Padres y Madres de Ayotzinapa,Colectivo,México,Guerrero,Iguala,,,,,https://www.facebook.com/Padres-Y-Madres-De-Ayotzinapa-489352334561638/,,,,
org278,Peace Brigades International (PBI) México,ONG,México,,,"Medellín 33, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",55-55-14-28-55,comunicacion@pbi-México.org,https://pbi-México.org/,,,,,
org279,Personas desaparecidas de Guatemala,ONG,Guatemala,,,,,desaparecidosdeguatemala5o2@gmail.com,,https://www.facebook.com/Personas-desaparecidas-de-Guatemala-102567734981188/,,,,
org280,Personas desaparecidas en Tijuana,Solidarios,México,Baja California,,,,,,https://www.facebook.com/groups/1941762339428524/,,,,
org281,Personas Desaparecidas Puebla,Colectivo,México,Puebla,,,,,,https://www.facebook.com/Personas-Desaparecidas-puebla-254328075487029/,,,,
org282,Personas Desaparecidos Morelos,Colectivo,México,Morelos,Cuernavaca,,,,,https://www.facebook.com/groups/1695515220535874/,,,,
org283,Pie de Página,Periodismo,México,Ciudad de México,Cuauhtémoc,"C. Milan 20, Juárez, Cuauhtémoc, 
06600 Ciudad de México, CDMX
Mexico",55-52-07-65-13,redaccionpiedepagina@gmail.com,https://piedepagina.mx/,https://www.facebook.com/Pie-de-P%C3%A1gina-495671770594686/,https://twitter.com/PdPagina,,,
org284,Por Amor a Ellxs,Colectivo,México,Jalisco,,,,desdequeselosllevaron@gmail.com,,https://www.facebook.com/PorAmorAEllxs/,https://twitter.com/PorAmorAEllxs,,,
org285,Por Las Voces Sin Justicia,Colectivo,México,Sinaloa,,,66-91-20-90-93,porlasvocessinjusticia@gmail.com,,https://www.facebook.com/porlasvoces/,,,,
org286,Procuraduría General de Justicia de Baja California Sur,GobiernoLocal,México,Baja California Sur,La Paz,"Blvd. Luis Donaldo Colosio y Alvarez Rico Col. Emiliano Zapata, C.P. 23070, La Paz",61-21-22-22-30,,http://www.pgjebcs.gob.mx/exhorto.php,https://www.facebook.com/PGJBCS/,https://twitter.com/pgjebcs?lang=es,,,
org287,Procuraduría General de Justicia de Tlaxcala ,GobiernoLocal,México,Tlaxcala ,,"Liramiento Poniente Sn, Col. Unitlax, 90000 Tlaxcala de Xicohténcatl, Tlax., México",24-64-65-05-00,subprocuraduria.operaciones@pgjtlaxcala.gob.mx,https://pgjtlaxcala.gob.mx/,https://www.facebook.com/PGJE.TLAX,https://twitter.com/PGJE_Tlaxcala,,,
org288,Programa de Derechos Humanos (IBERO),Academia,México,,,"Prol. Paseo de la Reforma primer nivel 880-Edificio “I, Lomas de Santa Fe, Ciudad de México, Mexico",55-59-50-40-00,derechos.humanos@ibero.mx,https://ibero.mx/programa-de-derechos-humanos-quienes-somos,https://twitter.com/PDHIBERO,,,,
org289,Propuesta Cívica,ONG,México,Ciudad de México,Cuauhtémoc,"Río Nazas Cuauhtémoc 06500 Cuauhtémoc, CDMX, México",44-44-038-4,nacional@propuestacivica.org.mx,https://propuestacivica.org.mx/,https://www.facebook.com/propuestacivica.mx/,,,,
org290,Proyecto sobre Desaparición Forzada en México y América Latina (UAM Cuajimalpa),Academia,México,Ciudad de México,,"Vasco de Quiroga 4871, Alcaldía, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, Mexico",55-58-14-65-00,,http://cua.uam.mx/,https://www.facebook.com/UAMUnidadCuajimalpa1,https://twitter.com/uamcuajimalpa,,,
org291,Quinto Elemento Lab,ONG,México,,,,,,https://quintoelab.org/,https://twitter.com/quintoelab,,,,
org292,Rastreador@s Nacionales de Desaparecidos (RANADES),Colectivo,México,Nacional,,,,clau0613@hotmail.com,,https://www.facebook.com/Rastreadores-Nacionales-de-Desaparecidoos-Ranades-437185473493591/?ref=page_internal,,,,
org293,Rastreadoras de Caborca,Colectivo,México,Sonora,Caborca,,,,,https://www.facebook.com/Rastreadoras-Caborca-103262905229020/,,,,
org294,Rastreadoras de Ciudad Obregón,Colectivo,México,Sonora,Obregón,,64-41-54-31-06,,,https://www.facebook.com/RastreadorasDeObSon/,https://youtube.com/channel/UCZ9wyvl4dSsAAeKd1u9pipA,,,
org295,Rastreadoras de Guasave,Colectivo,México,Sinaloa,Guasave,,68-71-21-98-98,rastreadorasguasave@gmail.com,,https://www.facebook.com/RastreadorasGuasave/,,,,
org296,Rastreadoras del Fuerte ,Colectivo,México,Sinaloa,Los Mochis,"Almendro 2368 entre pedro anaya y leandro valle, Los Mochis, Sinaloa, México",69-81-12-76-91,rigoor2015@gmail.com,,https://twitter.com/lasrastreadoras,https://www.instagram.com/LasRastreadoras/,,,
org297,RDDM Repository of Documentarion relating to Disappearances in Mexico (COLMEX),Academia,México,,,,,,,,,,,
org298,"Red de Desaparecidos en Tamaulipas, A.C.",Colectivo,México,Tamaulipas,Victoria,"Calle Benito Juárez MZ19 LT2C, Cuauhtémoc, 87078 Cd Victoria, Tamps., Mexico",83-42-74-33-05,desaparecidostamaulipas@protonmail.com,https://en.desaparecidostamaulipas.org/ https://memoriamndm.org/sobre-el-movndmx/red-de-desaparecidos-en-tamaulipas/,https://www.facebook.com/RedDeDesaparecidosEnTamaulipas/?ref=br_rs,,,,
org299,Red de Madres Buscando a sus Hijos,Colectivo,México,Veracruz,,,,redmbuscandoh@gmail.com,,https://www.facebook.com/RedDeMadresBuscandoASusHijos/?ref=page_internal,,,,
org300,Red Eslabones por los Derechos Humanos,Colectivo,México,Ciudad de México,,,,eslabonescomunica@gmail.com,,https://www.facebook.com/Red-Eslabones-Por-Los-Derechos-Humanos-Nacional-112972067199364/,,,,
org301,"Red Nacional de Defensoras de Derechos Humanos en México
 ",ONG,México,,,,95-12-40-45-45,comunicacion@im-defensoras.org,https://im-defensoras.org/red-nacional-de-defensoras-de-derechos-humanos-en-México/,https://www.facebook.com/IMDefensoras/?fref=ts,https://twitter.com/IM_Defensoras,,,
org302,Red Regional de Familias Migrantes,Colectivo,Internacional,,,,,,,https://www.facebook.com/RedFamiliasMigrantes/,https://mobile.twitter.com/redfamiliasmica,,,
org303,Renacer Por Amor a Ellos,Colectivo,México,Nayarit,,,,,,https://www.facebook.com/Renacer-por-amor-a-ellos-1701223376673751/,,,,
org304,Retenes al rescate,Colectivo,US-México,Arizona,,,,retenesalrescate@gmail.com,,https://www.facebook.com/Retenes-Al-Rescate-109248694027658,,,,
org305,Sabuesos Guerreras A.C,Colectivo,México,Sinaloa,Culiacán ,"Enrique Félix Castro 2078, Infonavit Humaya, Humaya, 80020 Culiacán Rosales, Sin., Mexico",66-71-57-19-30,sabuesosguerreras2018@gmail.com,http://sabuesosguerreras.wixsite.com/website,https://business.facebook.com/1234sabuesosguerreras/,,,,
org306,Sabuesos Guerreras Ext Oaxaca,Colectivo,México,Oaxaca,,,95-12-00-91-65,sabuesosguerreras1998@gmail.com,,https://www.facebook.com/Sabuesos-Guerreras-Ext-Oaxaca-100353215181980/,,,,
org307,Seminario Sobre Violencia y Paz (Colmex),Academia,México,Ciudad de México,,,,,https://violenciaypaz.colmex.mx,,,,,
org308,Servicios y Asesoría para la Paz (Serapaz),ONG,México,,,,,,https://serapaz.org.mx/,,,,,
org309,Siguiendo Tus Pasos,Colectivo,México,Baja California,,,,colectivosiguiendotuspasos@gmail.com,,https://www.facebook.com/Siguiendo-Tus-Pasos-2266173856929335/,,,,
org310,Sin Ellos No,Colectivo,México,Baja California Sur,,,,colectivoBCS@gmail.com,,https://www.facebook.com/colectivobcs.sinellosno.9,,,,
org311,Somos la Voz de los Desaparecidos,Colectivo,México,Michoacán,,,,,,https://www.facebook.com/profile.php?id=100066819759506&paipv=0&eav=AfbeunlLKzU8ClP2ph4qkBRhUFw78PTTi5ENLqF_k-OtX1DNAILf6EZCFdsOb3e5h_c,,,,
org312,Sonrisas Perdidas,Colectivo,México,Hidalgo,,,77-11-27-85-92,sonrisasperdidashidalgo@hotmail.com,,https://www.facebook.com/Sonrisas-Perdidas-Hidalgo-479499778738919/,,,,
org313,South Texas Human Rights Center,ONG,US-México,Texas,Falfurrias,"117 E Miller St, Falfurrias, TX 78355",(+1) 361-325-2555,MPSTHRC@gmail.com,https://southtexashumanrights.org/search-and-rescue/,https://www.facebook.com/STHumanRightsCenter,,,,
org314,"Tesoros Perdidos Hasta Encontrarlos, A.C",Colectivo,México,Sinaloa,,,66-92-47-67-38,,,https://www.facebook.com/Rastreadorasdemazatlan/,,,,
org315,Todos los Derechos para Todas y Todos,ONG,México,Nacional,,"Patricio Sanz 449, Col del Valle Nte, Benito Juárez, 03100 Ciudad de México, CDMX, Mexico",55-23-99-92,contacto@redtdt.org.mx,https://redtdt.org.mx/nosotros/,https://www.facebook.com/RedTDT/,https://twitter.com/RedTDT,,,
org316,Una Luz de Esperanza,Colectivo,México,Sinaloa,,,,colectivoluzdeesperanza@gmail.com,,https://www.facebook.com/Luz-De-Esperanza-414853388992861/,https://www.youtube.com/watch?v=h0FYKe-nx-0,,,
org317,Una Luz en mi Camino ,Colectivo,México,Ciudad de México,,,46-21-41-66-30,unaluzenmicamino@outlook.com ,,https://www.facebook.com/Colectivo-una-luz-en-mi-camino-101898301845252/,,,,
org318,"Una nacion buscando ""T""",Colectivo,México,Baja California,,,66-47-12-38-62,,,https://www.facebook.com/unanacionduscandoT,,,,
org319,Unidad de Personas Desaparecidas o Extraviadas - San Luis Potosí,GobiernoLocal,México,San Luis Potosí ,,"Eje Vial Ponciano Arriaga 100, Centro Historico, 78000 San Luis, S.L.P., México",44-42-04-04-13,,https://fiscaliaslp.gob.mx/vi/búsqueda-de-personas-no-localizadas/,https://www.facebook.com/FiscaliaSLP/,,,,
org320,Unidad Especializada en el Combate al Secuestro - Yucatán,GobiernoLocal,México,Yucatán ,,"Calle 60 s/n X calle 61 y 59, Centro, 97000 Mérida, Yuc., México",99-99-30-32-50,uecs.fge@yucatan.gob.mx,https://tramites.yucatan.gob.mx/tramite/42009c9c,https://www.facebook.com/FiscaliaGeneral/,,,,
org321,Unidas por Amor a Nuestros Desaparecidos,Colectivo,México,Veracruz,,,78-21-43-99-12,luz200698@outlook.com,,https://m.facebook.com/people/Unidas-por-amor-a-nuestros-desaparecidos/100039257262712/,,,,
org322,Unidas por el Dolor  ,Colectivo,México,Sinaloa,Culiacán,,,,,https://www.facebook.com/Unidas-por-el-dolor-1098446026843685/,,,,
org323,Unidas por la Misma Causa,Colectivo,México,Tamaulipas,,,,,,https://www.facebook.com/Unidas-Por-La-Misma-Causa-138702256822367/,,,,
